   Scenario         N1            N2            N3            N4            t1            t2            d3           Nbn3           d4           Nbn4          N34            t3           d34          Nbn34           t4            Na        AMLm_1.2.3    AMLm_1.2.4    AMLm_1.3.4    AMLm_2.1.3    AMLm_2.1.4    AMLm_2.3.4    AMLm_3.1.2    AMLm_3.1.4    AMLm_3.2.4    AMLm_4.1.2    AMLm_4.1.3    AMLm_4.2.3    AMLv_1.2.3    AMLv_1.2.4    AMLv_1.3.4    AMLv_2.1.3    AMLv_2.1.4    AMLv_2.3.4    AMLv_3.1.2    AMLv_3.1.4    AMLv_3.2.4    AMLv_4.1.2    AMLv_4.1.3    AMLv_4.2.3    F3m_1.2.3     F3m_1.2.4     F3m_1.3.4     F3m_2.1.3     F3m_2.1.4     F3m_2.3.4     F3m_3.1.2     F3m_3.1.4     F3m_3.2.4     F3m_4.1.2     F3m_4.1.3     F3m_4.2.3     F3v_1.2.3     F3v_1.2.4     F3v_1.3.4     F3v_2.1.3     F3v_2.1.4     F3v_2.3.4     F3v_3.1.2     F3v_3.1.4     F3v_3.2.4     F3v_4.1.2     F3v_4.1.3     F3v_4.2.3    F4m_1.2.3.4   F4m_1.3.2.4   F4m_1.4.2.3   F4v_1.2.3.4   F4v_1.3.2.4   F4v_1.4.2.3     FST1m_1       FST1m_2       FST1m_3       FST1m_4       FST1v_1       FST1v_2       FST1v_3       FST1v_4      FST2m_1.2     FST2m_1.3     FST2m_1.4     FST2m_2.3     FST2m_2.4     FST2m_3.4     FST2v_1.2     FST2v_1.3     FST2v_1.4     FST2v_2.3     FST2v_2.4     FST2v_3.4    FST3m_1.2.3   FST3m_1.2.4   FST3m_1.3.4   FST3m_2.3.4   FST3v_1.2.3   FST3v_1.2.4   FST3v_1.3.4   FST3v_2.3.4  FST4m_1.2.3.4 FST4v_1.2.3.4    HBm_1.2       HBm_1.3       HBm_1.4       HBm_2.3       HBm_2.4       HBm_3.4       HBv_1.2       HBv_1.3       HBv_1.4       HBv_2.3       HBv_2.4       HBv_3.4        HWm_1         HWm_2         HWm_3         HWm_4         HWv_1         HWv_2         HWv_3         HWv_4         ML1p_1        ML1p_2        ML1p_3        ML1p_4       ML2p_1.2      ML2p_1.3      ML2p_1.4      ML2p_2.3      ML2p_2.4      ML2p_3.4     ML3p_1.2.3    ML3p_1.2.4    ML3p_1.3.4    ML3p_2.3.4     NEIm_1.2      NEIm_1.3      NEIm_1.4      NEIm_2.3      NEIm_2.4      NEIm_3.4      NEIv_1.2      NEIv_1.3      NEIv_1.4      NEIv_2.3      NEIv_2.4      NEIv_3.4   
  1    21566.270901  69240.262878  53190.835961   1149.180852     22.773307    789.767337     15.739348    109.307188     18.995990    144.612200  11938.558669   2072.336722     32.973764     57.048606   4440.834289   8764.679699      0.592782      0.574976      0.519876      0.591815      0.571470      0.522261      0.497247      0.176181      0.178648      0.497669      0.200035      0.195932      0.205173      0.206462      0.223588      0.203219      0.202275      0.223313      0.246742      0.120033      0.122490      0.248701      0.153662      0.151234      0.000042     -0.000034      0.011905      0.000007      0.000083      0.011946      0.011356     -0.000508     -0.000583      0.022261      0.010322      0.010398      0.000071      0.000108      0.002638      0.000071      0.000111      0.002700      0.001834      0.000585      0.000573      0.006693      0.002101      0.002102     -0.000075      0.011863      0.011939      0.000040      0.002588      0.002601     -0.039940     -0.027709      0.245557      0.460947      2.713058      2.666008      2.846241      2.326891      0.000588      0.136217      0.258982      0.136667      0.261483      0.158523      0.000243      0.008833      0.021901      0.009297      0.023196      0.015480      0.091185      0.175252      0.187716      0.188807      0.004663      0.012234      0.011886      0.012481      0.159714      0.008449      0.083330      0.083671      0.085826      0.083144      0.085449      0.061914      0.016835      0.021362      0.026339      0.021305      0.026410      0.020511      0.083773      0.082788      0.060775      0.043424      0.017606      0.017300      0.018470      0.015100      0.370200      0.358800      0.740800      0.856200      0.131600      0.259400      0.319600      0.251400      0.311200      0.711200      0.028000      0.086200      0.231400      0.223400      0.001642      0.015324      0.027719      0.015347      0.027899      0.013432      0.000045      0.003563      0.010394      0.003553      0.010555      0.002967
  1    45796.873668  92407.538083  68718.497004  64973.152406      7.392692   4223.261264     47.292228    178.292782      8.140488    194.094320  15246.691887   8300.599791     33.602384    118.471691   9441.208331   4629.749003      0.572436      0.666535      0.744463      0.575549      0.665542      0.741093      0.502270      0.336573      0.336348      0.498815      0.138739      0.140009      0.210891      0.196400      0.186029      0.214130      0.198396      0.188205      0.248396      0.209666      0.209740      0.248838      0.109715      0.109908     -0.000042     -0.000013      0.003245      0.000020     -0.000008      0.003278      0.003208     -0.000079     -0.000050      0.004094      0.000836      0.000807      0.000016      0.000016      0.000374      0.000016      0.000016      0.000372      0.000369      0.000047      0.000050      0.000510      0.000071      0.000070      0.000028      0.003286      0.003258      0.000003      0.000361      0.000360     -0.081712     -0.081781      0.327937      0.105129      4.923241      4.933279      4.922027      5.194270     -0.000535      0.087140      0.098412      0.088676      0.098519      0.024913      0.000177      0.002692      0.003257      0.003021      0.003582      0.000739      0.056077      0.065770      0.073979      0.074546      0.001460      0.001828      0.001813      0.001977      0.067393      0.001367      0.040894      0.036333      0.041461      0.036396      0.041467      0.030391      0.006618      0.007436      0.007820      0.007482      0.007793      0.007170      0.040914      0.040917      0.025420      0.033847      0.007043      0.007058      0.007042      0.007431      0.531200      0.535600      0.838600      0.684800      0.331400      0.415000      0.257600      0.419400      0.262400      0.622000      0.216200      0.058600      0.198800      0.203200      0.000604      0.004113      0.005280      0.004202      0.005262      0.001453      0.000011      0.000758      0.001053      0.000797      0.001035      0.000101
  1    27420.028331  81530.122675  18475.801200  55713.141025     22.726312   4754.955520     24.938455    224.228181     49.299375    292.818430  28926.273045   8471.000789     32.221076    345.270803   9960.283998    584.748499      0.620964      0.675047      0.639294      0.620569      0.674834      0.638984      0.500369      0.368190      0.370200      0.500079      0.243180      0.244746      0.210276      0.197975      0.229584      0.211577      0.199060      0.229488      0.249853      0.223938      0.224674      0.249941      0.179259      0.180176     -0.000009     -0.000008      0.000885      0.000014      0.000013      0.000907      0.000912      0.000018      0.000019      0.001803      0.000910      0.000909      0.000002      0.000002      0.000039      0.000002      0.000002      0.000047      0.000041      0.000012      0.000014      0.000130      0.000058      0.000059      0.000001      0.000895      0.000894      0.000001      0.000041      0.000041     -0.067003     -0.058743      0.348706     -0.036266      3.742401      3.700156      4.255462      7.464753      0.000173      0.044149      0.069785      0.045439      0.070809      0.046074      0.000209      0.000863      0.001800      0.001009      0.001975      0.001282      0.028194      0.047849      0.054680      0.055469      0.000619      0.001435      0.000969      0.001042      0.046674      0.000892      0.024183      0.020447      0.025718      0.020376      0.025645      0.020122      0.001567      0.001467      0.002190      0.001472      0.002200      0.002700      0.024273      0.024085      0.014816      0.023573      0.001937      0.001915      0.002202      0.003863      0.594800      0.596200      0.813000      0.718200      0.406400      0.416200      0.319600      0.418000      0.321600      0.584400      0.228600      0.132000      0.187600      0.189400      0.000248      0.000915      0.001806      0.000935      0.001831      0.001098      0.000001      0.000058      0.000178      0.000079      0.000196      0.000077
  1    29560.919218  14915.253178   9832.693912  54679.256690     29.340249   4584.572289     14.098994    242.135330     33.538579    442.243783  88206.454934   5917.639955      6.418153    185.301317   8457.762038   5572.880613      0.782629      0.836226      0.655109      0.792498      0.841892      0.652731      0.519924      0.560258      0.556407      0.516876      0.393509      0.391940      0.134056      0.109624      0.221013      0.132512      0.108551      0.221772      0.244980      0.226094      0.226316      0.245202      0.223263      0.221805      0.000001      0.000017      0.005473      0.000107      0.000091      0.005563      0.005719      0.000246      0.000263      0.007036      0.001580      0.001564      0.000033      0.000037      0.000638      0.000033      0.000038      0.000643      0.000641      0.000092      0.000098      0.000814      0.000114      0.000118      0.000016      0.005472      0.005456      0.000011      0.000611      0.000613      0.070105      0.074235      0.187557     -0.013192      3.916298      3.903087      3.544272      3.529737      0.002017      0.101910      0.111484      0.103820      0.112729      0.033426      0.000364      0.005697      0.005218      0.005985      0.005311      0.001151      0.070191      0.079258      0.083888      0.084948      0.003360      0.003087      0.002964      0.002965      0.079676      0.002357      0.053794      0.056127      0.063268      0.056113      0.063222      0.054643      0.012729      0.013179      0.013027      0.013211      0.013042      0.011609      0.053805      0.053566      0.047009      0.058625      0.013112      0.013067      0.011866      0.011817      0.669000      0.668800      0.653600      0.492000      0.596400      0.426600      0.249200      0.426000      0.248400      0.294800      0.357600      0.179400      0.068800      0.068400      0.001153      0.007398      0.008810      0.007531      0.008895      0.003035      0.000030      0.001242      0.001567      0.001275      0.001586      0.000233
  1    39081.379678  97191.095553  96198.151206  73551.018178     20.687925   1441.073569     49.630304    447.479450     15.017180    309.304261  28936.819165   8885.832005     14.066001    440.543779   9170.338034   1979.336249      0.631338      0.641824      0.551870      0.632699      0.642786      0.551156      0.501243      0.241404      0.241414      0.500884      0.207674      0.208328      0.208891      0.206777      0.246028      0.209213      0.207088      0.245777      0.249389      0.165395      0.165792      0.249396      0.151705      0.152187     -0.000030     -0.000014      0.001706     -0.000001     -0.000016      0.001719      0.001714     -0.000022     -0.000007      0.002086      0.000366      0.000350      0.000004      0.000004      0.000120      0.000005      0.000005      0.000124      0.000102      0.000013      0.000014      0.000177      0.000021      0.000022      0.000016      0.001736      0.001720      0.000001      0.000120      0.000119     -0.028303     -0.030164      0.151500      0.088059      4.305714      4.345265      5.753843      6.047354     -0.001041      0.058452      0.068806      0.059351      0.068683      0.013326      0.000167      0.001536      0.002246      0.001661      0.001984      0.000628      0.038517      0.045693      0.048396      0.048670      0.000991      0.001298      0.000953      0.000891      0.045273      0.000769      0.029712      0.028802      0.030107      0.028858      0.030132      0.025781      0.003242      0.003690      0.003887      0.003748      0.003913      0.004573      0.029716      0.029770      0.024520      0.026354      0.003596      0.003629      0.004805      0.005050      0.558000      0.556600      0.759800      0.741400      0.350200      0.338600      0.319800      0.337400      0.318600      0.628000      0.131400      0.112600      0.207000      0.206000      0.000348      0.001982      0.002402      0.002035      0.002403      0.000674      0.000004      0.000207      0.000343      0.000223      0.000341      0.000023
  1    85401.191882   7156.360155  75125.575396  82100.127186      4.431957    158.783761     45.608831    472.714170     44.451356    363.362528  38184.657729    954.016259      7.626676    402.409514   9868.872834    387.495542      0.765972      0.728133      0.447906      0.767603      0.727057      0.444224      0.502240      0.400663      0.403307      0.498509      0.464894      0.467133      0.146421      0.158025      0.232221      0.143733      0.156017      0.230906      0.238815      0.196417      0.198824      0.241176      0.229356      0.229882      0.000051      0.000100      0.003174     -0.000082     -0.000131      0.002992      0.003195      0.000073      0.000122      0.005379      0.002305      0.002257      0.000021      0.000028      0.000197      0.000017      0.000025      0.000195      0.000169      0.000054      0.000056      0.000409      0.000158      0.000150      0.000049      0.003123      0.003074      0.000013      0.000182      0.000182      0.040490      0.046440      0.009745      0.073343      2.655212      2.642629      2.504839      2.812664     -0.000422      0.041872      0.070839      0.040338      0.068255      0.031532      0.000303      0.001777      0.003900      0.001789      0.003909      0.001410      0.027811      0.047101      0.048214      0.046797      0.000946      0.002312      0.001661      0.001643      0.042504      0.001337      0.072864      0.077540      0.077349      0.077179      0.076891      0.075419      0.014803      0.014409      0.015566      0.014379      0.015531      0.014949      0.073121      0.072668      0.075464      0.070618      0.015420      0.015347      0.014547      0.016335      0.539400      0.534000      0.411800      0.599600      0.442000      0.200200      0.344000      0.192200      0.338400      0.287200      0.115000      0.255400      0.084200      0.076600      0.001269      0.004795      0.007185      0.004660      0.006956      0.003918      0.000025      0.000390      0.000832      0.000396      0.000812      0.000267
  1    22461.300972  66127.647518   8608.694216  54464.514091     15.118033    171.440204     49.211568    353.994326     45.645151    198.857212   6250.904124   3106.335607     31.680105    154.168396   4131.712074   3462.504757      0.564256      0.526003      0.429063      0.562513      0.529192      0.434149      0.495962      0.113359      0.115038      0.501115      0.166091      0.167110      0.219017      0.219224      0.234702      0.218937      0.220661      0.235011      0.248690      0.081711      0.083006      0.248969      0.127557      0.128284      0.000157      0.000087      0.006874     -0.000165     -0.000095      0.006622      0.006776      0.000059     -0.000011      0.009155      0.002369      0.002439      0.000029      0.000036      0.001116      0.000027      0.000033      0.001033      0.000994      0.000163      0.000155      0.001831      0.000384      0.000392     -0.000069      0.006717      0.006786      0.000010      0.001056      0.001049     -0.002455     -0.012792      0.183313      0.272733      3.723581      3.792858      4.496982      4.491192     -0.000154      0.128211      0.170963      0.122386      0.167323      0.057209      0.000180      0.006528      0.010364      0.005854      0.009784      0.005223      0.084438      0.114043      0.123551      0.120178      0.003229      0.005576      0.005389      0.004976      0.110200      0.003639      0.052210      0.054069      0.054063      0.054016      0.054148      0.042434      0.009617      0.012498      0.013983      0.012436      0.013990      0.012702      0.051951      0.052486      0.042323      0.037689      0.010000      0.010186      0.012077      0.012062      0.440200      0.437600      0.781400      0.844200      0.175200      0.290600      0.347200      0.289800      0.346200      0.752400      0.028200      0.084200      0.262400      0.261600      0.000882      0.008825      0.011598      0.008449      0.011422      0.003879      0.000019      0.001893      0.003244      0.001739      0.003135      0.000554
  1    65017.586764  23513.384771  56052.456279  54978.383441     14.826607   6966.109374     41.353364      8.555407      8.312774    402.629587  91537.139562   9120.603050     42.963527    300.718180   9615.027051   6005.035778      0.764901      0.837202      0.702150      0.754156      0.831947      0.703636      0.489217      0.551200      0.555202      0.492578      0.331353      0.333017      0.144034      0.111528      0.205816      0.148181      0.113812      0.205264      0.246897      0.233191      0.232857      0.246985      0.209396      0.210425      0.000040      0.000035      0.005646     -0.000077     -0.000072      0.005534      0.005615      0.000008      0.000004      0.007448      0.001837      0.001841      0.000024      0.000029      0.000753      0.000025      0.000027      0.000762      0.000701      0.000082      0.000073      0.001083      0.000171      0.000164     -0.000005      0.005607      0.005611      0.000007      0.000742      0.000741      0.034144      0.034418      0.316004     -0.030897      4.202827      4.200968      3.494341      3.800719     -0.000736      0.115459      0.124902      0.113362      0.123344      0.039364      0.000297      0.005589      0.005977      0.005901      0.006006      0.001280      0.075118      0.086987      0.096191      0.094897      0.003114      0.003521      0.003366      0.003391      0.088417      0.002633      0.050676      0.048975      0.059912      0.048851      0.059797      0.046873      0.011171      0.011605      0.011845      0.011572      0.011827      0.009917      0.050721      0.050707      0.035919      0.054136      0.011590      0.011585      0.009636      0.010481      0.654200      0.657600      0.732400      0.505600      0.574800      0.461200      0.226400      0.463800      0.228800      0.348600      0.383000      0.148000      0.078200      0.080600      0.000861      0.007258      0.009118      0.007101      0.008990      0.002882      0.000022      0.001412      0.002002      0.001404      0.001975      0.000260
  1    48709.868853  43423.804998  76559.405322  48346.964445      7.843232   3239.192338     11.553032    491.495271     39.699025    143.137104   9866.690945   3729.520170     42.877627     38.853867   6832.573257   8744.553038      0.626320      0.721051      0.790472      0.618056      0.715580      0.791182      0.490562      0.340166      0.342942      0.491962      0.111119      0.112523      0.189197      0.167696      0.158599      0.189073      0.168579      0.157624      0.247951      0.213552      0.214354      0.248311      0.089294      0.090832      0.000163      0.000076      0.016989     -0.000170     -0.000083      0.016743      0.017148      0.000322      0.000235      0.019519      0.002606      0.002693      0.000082      0.000084      0.005120      0.000081      0.000085      0.004913      0.004834      0.000328      0.000320      0.006241      0.000541      0.000558     -0.000088      0.016826      0.016914      0.000017      0.004965      0.004953     -0.070745     -0.064231      0.477182      0.392409      3.297089      3.279301      2.618053      2.383154     -0.000094      0.238977      0.252328      0.236192      0.251528      0.069651      0.000260      0.020323      0.017492      0.018924      0.016548      0.003368      0.157134      0.170575      0.207329      0.205775      0.010621      0.009981      0.013017      0.012084      0.183654      0.009399      0.073852      0.072441      0.077657      0.071881      0.077273      0.042034      0.015152      0.022541      0.022956      0.022316      0.022852      0.013216      0.074084      0.073634      0.036174      0.042039      0.015784      0.015699      0.012533      0.011409      0.450000      0.451600      0.856800      0.673200      0.285600      0.396800      0.199200      0.398000      0.200600      0.620600      0.235200      0.037200      0.161600      0.162800      0.001336      0.022131      0.024449      0.021805      0.024393      0.004850      0.000030      0.008184      0.009935      0.007975      0.009819      0.000775
  1    64603.678001  37683.725109  27954.730910   3341.023085     11.553285   1746.350061     22.921452    152.894023      1.379041    345.172479  13403.671938   2115.381542      0.456519    134.558377   3195.452510    970.383331      0.564277      0.553442      0.504581      0.559119      0.554608      0.508042      0.495644      0.304971      0.307667      0.501295      0.309360      0.308916      0.221723      0.219020      0.236471      0.223467      0.220364      0.237549      0.245203      0.198364      0.199505      0.249481      0.212127      0.211826      0.000043     -0.000046      0.000644     -0.000022      0.000066      0.000668      0.000561     -0.000040     -0.000129      0.004337      0.003647      0.003736      0.000005      0.000013      0.000039      0.000004      0.000020      0.000041      0.000014      0.000028      0.000029      0.000597      0.000451      0.000470     -0.000089      0.000601      0.000690      0.000013      0.000039      0.000037     -0.062076     -0.047683      0.253928      0.121966      5.140182      5.010910      4.946246      7.307347      0.000572      0.019416      0.115954      0.017490      0.119403      0.116364      0.000181      0.000406      0.004700      0.000382      0.004973      0.005018      0.011927      0.079600      0.085791      0.086646      0.000196      0.002931      0.002693      0.002668      0.066534      0.002003      0.035598      0.031095      0.037008      0.030787      0.036877      0.030994      0.005416      0.005392      0.007572      0.005326      0.007630      0.007415      0.035820      0.035335      0.025162      0.029613      0.005847      0.005700      0.005626      0.008312      0.527000      0.529400      0.739200      0.831000      0.295800      0.341600      0.392200      0.344000      0.395200      0.619000      0.118800      0.163000      0.222000      0.225200      0.000578      0.001115      0.005201      0.001046      0.005383      0.004435      0.000017      0.000056      0.001008      0.000055      0.001096      0.000684
  1    54181.584421  68549.627651  26287.057287  98562.596558      8.255681    452.662913     28.075093    266.601367      1.935775    163.527687  55050.001005   1072.985629     40.434024    200.453741   5974.699124   3849.813189      0.567992      0.584253      0.551471      0.574691      0.594990      0.556711      0.508949      0.231332      0.226025      0.514465      0.194763      0.187536      0.212541      0.210959      0.235096      0.212730      0.211539      0.237366      0.244311      0.155844      0.152605      0.245169      0.137355      0.132960     -0.000068     -0.000085      0.002559      0.000069      0.000086      0.002713      0.002582     -0.000044     -0.000062      0.002872      0.000228      0.000245      0.000011      0.000012      0.000151      0.000014      0.000015      0.000176      0.000160      0.000020      0.000020      0.000195      0.000027      0.000028     -0.000017      0.002627      0.002644      0.000003      0.000155      0.000153     -0.016722     -0.004906      0.102291      0.066063      3.689638      3.684828      4.440333      4.583951      0.000032      0.049517      0.053637      0.052383      0.057071      0.003968      0.000191      0.001877      0.002027      0.001959      0.002186      0.000367      0.033915      0.037134      0.036790      0.038933      0.001083      0.001237      0.000937      0.000965      0.036681      0.000789      0.050974      0.050784      0.051971      0.050624      0.051844      0.046366      0.008914      0.009934      0.010164      0.010063      0.010296      0.011183      0.051270      0.050675      0.045269      0.047096      0.009382      0.009370      0.011291      0.011657      0.451000      0.455200      0.720800      0.696000      0.220400      0.313800      0.285600      0.308400      0.281200      0.615800      0.096000      0.067400      0.216400      0.210400      0.000875      0.003463      0.003785      0.003688      0.004061      0.001094      0.000023      0.000314      0.000394      0.000399      0.000458      0.000040
  1    50713.773836  76754.152616  10377.476497  58020.885980     28.662919   2779.138623     29.388603    450.396040     38.000327    366.316013  65573.459947   6992.825746     19.985700    221.722030   8242.860597   9708.895502      0.669640      0.679599      0.554944      0.673200      0.688906      0.559569      0.502929      0.366558      0.368879      0.510921      0.321960      0.321200      0.190640      0.187184      0.238471      0.189096      0.184534      0.236904      0.244885      0.208256      0.209679      0.246254      0.205868      0.206686      0.000009     -0.000045      0.002703     -0.000058     -0.000003      0.002691      0.002669     -0.000025     -0.000079      0.004321      0.001572      0.001627      0.000019      0.000027      0.000239      0.000018      0.000025      0.000233      0.000204      0.000052      0.000050      0.000427      0.000119      0.000118     -0.000054      0.002694      0.002748      0.000009      0.000215      0.000220     -0.000736     -0.002747      0.118073      0.079773      4.105611      4.052404      4.192706      4.326849     -0.000913      0.051170      0.077808      0.049902      0.078434      0.031523      0.000210      0.001705      0.003126      0.001897      0.003394      0.001447      0.033285      0.052487      0.054363      0.054174      0.000954      0.001780      0.001429      0.001523      0.048591      0.001136      0.052807      0.052346      0.054954      0.052332      0.055049      0.049091      0.010924      0.011695      0.012249      0.011570      0.012202      0.011752      0.052802      0.052908      0.046533      0.048554      0.011430      0.011282      0.011672      0.012046      0.556000      0.549200      0.662600      0.664800      0.393000      0.334200      0.322800      0.328200      0.316400      0.484400      0.176600      0.163000      0.157400      0.151600      0.000902      0.004065      0.005911      0.003977      0.005980      0.002723      0.000021      0.000526      0.000944      0.000481      0.000956      0.000210
  1    58218.286180  51650.643832  28129.880200  74693.179191     13.790794   3461.831868     24.475087    145.323010      5.409271    124.772769  38465.483265   6634.375191     47.015658    298.487264   7005.763097   3327.937256      0.685671      0.752907      0.671123      0.676150      0.742068      0.667907      0.492528      0.436839      0.439802      0.489760      0.266748      0.271465      0.186440      0.162901      0.217880      0.189787      0.168230      0.219315      0.248557      0.232983      0.233041      0.248754      0.186653      0.188074     -0.000005      0.000009      0.002186     -0.000033     -0.000047      0.002144      0.002293      0.000102      0.000116      0.002660      0.000483      0.000469      0.000010      0.000010      0.000240      0.000009      0.000010      0.000227      0.000246      0.000025      0.000026      0.000278      0.000033      0.000034      0.000014      0.002191      0.002177      0.000002      0.000227      0.000227     -0.050397     -0.028940      0.273349      0.007400      5.384976      5.259732      5.075280      5.377541     -0.001042      0.069734      0.070687      0.069721      0.069994      0.019437      0.000230      0.002248      0.002031      0.002408      0.001948      0.000564      0.044704      0.047351      0.055047      0.054659      0.001193      0.001163      0.001247      0.001227      0.050353      0.000940      0.035681      0.032814      0.037764      0.032417      0.037339      0.030118      0.005881      0.006284      0.006231      0.006205      0.006171      0.005879      0.036087      0.035350      0.024965      0.034101      0.006356      0.006208      0.005990      0.006347      0.611600      0.621600      0.763600      0.615400      0.473600      0.419600      0.269000      0.429200      0.279000      0.479600      0.283000      0.132200      0.136200      0.146200      0.000477      0.003027      0.003379      0.002995      0.003322      0.001092      0.000006      0.000498      0.000550      0.000479      0.000549      0.000056
  1    67976.753968   8456.964043  80316.474982  39660.666422     23.150516   6386.783707     49.995207     89.720739     21.447891    278.654466  91415.862027   7782.151690     22.798731    458.241973   8371.459007   8747.956040      0.854655      0.893390      0.653853      0.849647      0.889854      0.653594      0.493463      0.591506      0.592196      0.486820      0.423755      0.426928      0.094652      0.073912      0.222547      0.096707      0.074221      0.221983      0.246474      0.218581      0.219044      0.246386      0.224222      0.224321      0.000066      0.000108      0.014596     -0.000153     -0.000195      0.014335      0.014505     -0.000025      0.000017      0.018109      0.003621      0.003579      0.000066      0.000075      0.003284      0.000061      0.000071      0.003202      0.002945      0.000272      0.000276      0.004407      0.000496      0.000481      0.000042      0.014530      0.014488      0.000014      0.003190      0.003185      0.206715      0.211379      0.181315     -0.006714      2.888029      2.858267      2.791925      2.658485     -0.001434      0.189905      0.207895      0.188026      0.205573      0.048609      0.000324      0.014851      0.015754      0.014477      0.015583      0.002008      0.134766      0.152936      0.152659      0.151028      0.009877      0.010849      0.008403      0.008246      0.148174      0.007299      0.060910      0.076728      0.087624      0.076329      0.087142      0.073983      0.016715      0.021396      0.021963      0.021270      0.021792      0.016260      0.061178      0.060818      0.063136      0.077637      0.017176      0.016999      0.016605      0.015811      0.712400      0.711200      0.615200      0.430400      0.667600      0.433000      0.236000      0.432800      0.235600      0.224000      0.390200      0.192800      0.042600      0.042600      0.001170      0.018427      0.022222      0.018201      0.021915      0.005577      0.000034      0.005092      0.007265      0.005020      0.007159      0.000633
  1    62316.916600  80947.557259  55565.368775  20164.993527     23.163082   2178.031949      5.567972     63.796762      5.407903     45.462256  32914.729502   4851.780339     47.311462    107.681419   7644.913269   8167.204600      0.630959      0.637990      0.546681      0.629266      0.632446      0.543311      0.497519      0.257548      0.260022      0.497664      0.233599      0.236190      0.198615      0.197519      0.240122      0.200606      0.199391      0.239767      0.247720      0.172791      0.173265      0.248287      0.169241      0.169707     -0.000044     -0.000039      0.006375      0.000063      0.000058      0.006477      0.006504      0.000085      0.000090      0.008767      0.002353      0.002348      0.000034      0.000042      0.000942      0.000038      0.000044      0.000968      0.000957      0.000166      0.000163      0.001474      0.000289      0.000287      0.000005      0.006419      0.006414      0.000011      0.000926      0.000916     -0.031636     -0.028551      0.221522      0.219446      3.662879      3.696639      3.947304      3.901778      0.000317      0.109847      0.142758      0.111633      0.144330      0.051301      0.000230      0.005332      0.007679      0.005645      0.008109      0.002907      0.073607      0.096611      0.105247      0.106450      0.002947      0.004257      0.004126      0.004344      0.095195      0.003102      0.059602      0.058811      0.061139      0.058829      0.061147      0.047528      0.011812      0.014399      0.015219      0.014524      0.015301      0.013688      0.059673      0.059494      0.045029      0.045149      0.012255      0.012368      0.013207      0.013055      0.471200      0.480000      0.739600      0.751000      0.280200      0.309800      0.310400      0.318200      0.318400      0.616200      0.122200      0.122000      0.187400      0.195800      0.001084      0.008734      0.011403      0.008854      0.011530      0.004086      0.000023      0.001807      0.002771      0.001910      0.002793      0.000471
  1    40993.829419  20807.469013  18701.429738  25594.700532     23.036446   2586.394983     19.153379    343.732776     26.931457    469.496544  49438.220819   4274.228984     30.660803    112.262694   9029.793224   3802.399854      0.742670      0.773575      0.601244      0.740578      0.769813      0.601627      0.501550      0.406223      0.411464      0.498892      0.308591      0.313549      0.153820      0.142500      0.235058      0.158199      0.145919      0.233953      0.246819      0.221098      0.222232      0.247241      0.200881      0.203063     -0.000042      0.000018      0.005734      0.000106      0.000046      0.005822      0.005779      0.000003      0.000064      0.007571      0.001855      0.001795      0.000029      0.000035      0.000712      0.000031      0.000035      0.000664      0.000627      0.000086      0.000087      0.001034      0.000184      0.000184      0.000060      0.005776      0.005716      0.000008      0.000663      0.000656      0.021211      0.024337      0.208827      0.083797      3.455097      3.476966      3.537742      3.647822      0.001158      0.102639      0.123818      0.105170      0.124392      0.036994      0.000325      0.004774      0.006408      0.004879      0.006048      0.001358      0.069850      0.085798      0.090693      0.091740      0.002662      0.003753      0.003281      0.003154      0.084543      0.002593      0.055457      0.055901      0.061297      0.055960      0.061236      0.050249      0.010641      0.011676      0.012150      0.011725      0.012110      0.011351      0.055481      0.055304      0.044846      0.051933      0.011101      0.011171      0.011367      0.011720      0.568600      0.575600      0.678400      0.614000      0.460600      0.343200      0.269400      0.349800      0.276600      0.437400      0.238800      0.164800      0.104200      0.111000      0.000994      0.007173      0.009162      0.007356      0.009197      0.002964      0.000019      0.001272      0.001945      0.001226      0.001842      0.000240
  1    23108.592826   8659.139739  30136.480616  17878.414579      8.820836   4811.902061     11.163586     49.830169     37.521280    315.411134   9812.017091   8132.306153     10.254195    446.422227   9053.744375   6289.711308      0.829825      0.863106      0.636249      0.829869      0.864196      0.637569      0.487024      0.491660      0.490512      0.493207      0.349976      0.347978      0.107557      0.089685      0.225692      0.105691      0.088349      0.225657      0.246312      0.225044      0.224664      0.248523      0.210466      0.209993      0.000061     -0.000016      0.022368     -0.000065      0.000012      0.022319      0.022542      0.000235      0.000159      0.028956      0.006572      0.006649      0.000096      0.000113      0.006079      0.000107      0.000122      0.006023      0.005633      0.000655      0.000654      0.008715      0.001128      0.001135     -0.000076      0.022307      0.022383      0.000019      0.005954      0.005944      0.200749      0.201260      0.238879      0.155045      2.282293      2.286157      2.133188      2.086539     -0.000053      0.239566      0.276830      0.238614      0.277083      0.084401      0.000388      0.021472      0.024942      0.022527      0.025051      0.004686      0.172033      0.204927      0.208733      0.208491      0.014795      0.017997      0.014852      0.015154      0.198983      0.012848      0.073471      0.094348      0.104540      0.094199      0.104544      0.080654      0.018830      0.025336      0.027760      0.025330      0.027825      0.018521      0.073499      0.073452      0.069992      0.077702      0.019300      0.019333      0.018039      0.017645      0.640200      0.638800      0.630200      0.517800      0.580400      0.363800      0.231600      0.362400      0.230600      0.324200      0.305800      0.173200      0.058000      0.056600      0.001483      0.027139      0.033929      0.027009      0.034025      0.009480      0.000037      0.008831      0.012724      0.008774      0.012747      0.001260
