   Scenario         N1            N2            N3            N4            t1            t2            d3           Nbn3           d4           Nbn4          N34            t3           d34          Nbn34           t4            Na        AMLm_1.2.3    AMLm_1.2.4    AMLm_1.3.4    AMLm_2.1.3    AMLm_2.1.4    AMLm_2.3.4    AMLm_3.1.2    AMLm_3.1.4    AMLm_3.2.4    AMLm_4.1.2    AMLm_4.1.3    AMLm_4.2.3    AMLv_1.2.3    AMLv_1.2.4    AMLv_1.3.4    AMLv_2.1.3    AMLv_2.1.4    AMLv_2.3.4    AMLv_3.1.2    AMLv_3.1.4    AMLv_3.2.4    AMLv_4.1.2    AMLv_4.1.3    AMLv_4.2.3    F3m_1.2.3     F3m_1.2.4     F3m_1.3.4     F3m_2.1.3     F3m_2.1.4     F3m_2.3.4     F3m_3.1.2     F3m_3.1.4     F3m_3.2.4     F3m_4.1.2     F3m_4.1.3     F3m_4.2.3     F3v_1.2.3     F3v_1.2.4     F3v_1.3.4     F3v_2.1.3     F3v_2.1.4     F3v_2.3.4     F3v_3.1.2     F3v_3.1.4     F3v_3.2.4     F3v_4.1.2     F3v_4.1.3     F3v_4.2.3    F4m_1.2.3.4   F4m_1.3.2.4   F4m_1.4.2.3   F4v_1.2.3.4   F4v_1.3.2.4   F4v_1.4.2.3     FST1m_1       FST1m_2       FST1m_3       FST1m_4       FST1v_1       FST1v_2       FST1v_3       FST1v_4      FST2m_1.2     FST2m_1.3     FST2m_1.4     FST2m_2.3     FST2m_2.4     FST2m_3.4     FST2v_1.2     FST2v_1.3     FST2v_1.4     FST2v_2.3     FST2v_2.4     FST2v_3.4    FST3m_1.2.3   FST3m_1.2.4   FST3m_1.3.4   FST3m_2.3.4   FST3v_1.2.3   FST3v_1.2.4   FST3v_1.3.4   FST3v_2.3.4  FST4m_1.2.3.4 FST4v_1.2.3.4    HBm_1.2       HBm_1.3       HBm_1.4       HBm_2.3       HBm_2.4       HBm_3.4       HBv_1.2       HBv_1.3       HBv_1.4       HBv_2.3       HBv_2.4       HBv_3.4        HWm_1         HWm_2         HWm_3         HWm_4         HWv_1         HWv_2         HWv_3         HWv_4         ML1p_1        ML1p_2        ML1p_3        ML1p_4       ML2p_1.2      ML2p_1.3      ML2p_1.4      ML2p_2.3      ML2p_2.4      ML2p_3.4     ML3p_1.2.3    ML3p_1.2.4    ML3p_1.3.4    ML3p_2.3.4     NEIm_1.2      NEIm_1.3      NEIm_1.4      NEIm_2.3      NEIm_2.4      NEIm_3.4      NEIv_1.2      NEIv_1.3      NEIv_1.4      NEIv_2.3      NEIv_2.4      NEIv_3.4   
  1    28833.072686  87390.454883  24656.099879  17996.839277     11.138574   2808.556905     29.848591    240.019880     49.521390    167.276043  38403.852255   8022.681337     27.213343    227.605648   9183.461001   5434.674228      0.646652      0.620088      0.475228      0.642617      0.616412      0.474502      0.496136      0.277337      0.279387      0.495476      0.307391      0.308624      0.201930      0.205548      0.242205      0.202770      0.205613      0.242719      0.247920      0.184057      0.185114      0.249478      0.208780      0.209305     -0.000018      0.000053      0.002282      0.000029     -0.000043      0.002258      0.002293     -0.000008      0.000063      0.005673      0.003444      0.003373      0.000013      0.000030      0.000234      0.000011      0.000027      0.000217      0.000149      0.000102      0.000098      0.000960      0.000475      0.000469      0.000071      0.002301      0.002230      0.000016      0.000215      0.000212     -0.050086     -0.049722      0.185535      0.232171      4.607555      4.694424      4.659530      5.089629      0.000236      0.056579      0.134086      0.057691      0.132173      0.096462      0.000201      0.001604      0.005662      0.001814      0.006167      0.004372      0.037398      0.088784      0.096490      0.096134      0.000894      0.003327      0.002845      0.003186      0.079475      0.002156      0.042723      0.040202      0.042705      0.040242      0.042602      0.035622      0.007282      0.007478      0.009277      0.007469      0.009173      0.008676      0.042720      0.042705      0.033135      0.031237      0.007626      0.007770      0.007712      0.008424      0.531200      0.536000      0.720400      0.803800      0.339200      0.313200      0.378000      0.316600      0.382400      0.598200      0.121800      0.186400      0.191200      0.194800      0.000695      0.003077      0.007078      0.003064      0.006867      0.004553      0.000015      0.000356      0.001711      0.000312      0.001625      0.000745
  1    40861.118681  25452.268054  33835.338783  44774.543267      6.324972   1691.629576     36.262124    120.886912      5.308330    236.144349   7986.972251   3566.135215     25.633062     68.072939   8892.215558   8051.221409      0.696766      0.747553      0.682071      0.700430      0.753759      0.682811      0.502770      0.299870      0.298861      0.506208      0.146522      0.143995      0.165705      0.149636      0.209179      0.165269      0.148578      0.208975      0.246525      0.185717      0.185657      0.246871      0.104235      0.101904     -0.000106     -0.000098      0.013137      0.000114      0.000107      0.013349      0.013167     -0.000075     -0.000067      0.014366      0.001131      0.001123      0.000054      0.000063      0.002216      0.000058      0.000067      0.002232      0.002226      0.000117      0.000119      0.002459      0.000159      0.000164      0.000008      0.013243      0.013235      0.000007      0.002175      0.002181      0.009247      0.002805      0.247935      0.174215      2.418536      2.442162      2.554975      2.550705      0.000098      0.148116      0.154131      0.149770      0.155532      0.015288      0.000323      0.010636      0.010615      0.011050      0.010632      0.000878      0.100363      0.105959      0.113622      0.114873      0.006312      0.006344      0.006465      0.006542      0.108550      0.005140      0.085697      0.088184      0.092568      0.088682      0.093050      0.069068      0.017404      0.021600      0.021648      0.021770      0.021783      0.018856      0.085411      0.085966      0.064834      0.071189      0.017974      0.018150      0.018988      0.018956      0.443800      0.443000      0.719200      0.592200      0.310800      0.307200      0.175600      0.307000      0.175400      0.536600      0.179800      0.047800      0.127200      0.127000      0.001608      0.016863      0.018228      0.017176      0.018470      0.002795      0.000038      0.003966      0.004371      0.004023      0.004434      0.000169
  1    55401.075379  87353.629204  20391.569666  40956.732104     22.380283   1174.847192     43.617226    399.733032     35.699342    277.311730   8208.407493   8312.060950     32.404947    413.128379   9487.796624   3090.756458      0.569118      0.589390      0.588965      0.560528      0.579661      0.587581      0.493852      0.161310      0.162112      0.492912      0.112726      0.113951      0.215345      0.213636      0.239608      0.213178      0.212146      0.239312      0.249811      0.122819      0.123402      0.249573      0.089586      0.090648     -0.000024     -0.000005      0.006257      0.000010     -0.000009      0.006272      0.006494      0.000213      0.000232      0.007184      0.000922      0.000904      0.000021      0.000023      0.001453      0.000022      0.000023      0.001566      0.001557      0.000110      0.000112      0.001787      0.000152      0.000153      0.000019      0.006281      0.006262      0.000004      0.001493      0.001484     -0.074507     -0.050330      0.323955      0.283513      3.938669      3.744811      4.838381      5.150976     -0.000329      0.158322      0.169440      0.160879      0.171278      0.039844      0.000185      0.007665      0.007258      0.006636      0.006888      0.001825      0.105340      0.113815      0.132321      0.133684      0.004433      0.004687      0.004383      0.004209      0.120658      0.003635      0.041739      0.040869      0.042373      0.040427      0.041893      0.028499      0.005457      0.008511      0.008986      0.008539      0.008955      0.007869      0.042228      0.041278      0.026568      0.028158      0.006083      0.005784      0.007473      0.007956      0.454400      0.455200      0.848800      0.818600      0.210800      0.330600      0.298200      0.331200      0.298800      0.761400      0.087200      0.054800      0.243400      0.244000      0.000576      0.007709      0.008436      0.007749      0.008441      0.001921      0.000009      0.002375      0.002700      0.002578      0.002813      0.000187
  1    42369.123976  78837.809459  51114.246787  51442.424955      5.223603   1668.154949     41.741008    397.394985     25.714303     22.904210  15774.932476   4665.258468      0.327494    266.414755   5246.215526   8832.204386      0.593835      0.611464      0.580267      0.595080      0.617040      0.583310      0.495863      0.355884      0.354961      0.502889      0.304760      0.301067      0.210793      0.205400      0.221608      0.207178      0.201819      0.220282      0.244993      0.205088      0.205098      0.249124      0.207719      0.206293     -0.000002     -0.000083      0.003652      0.000069      0.000150      0.003805      0.003389     -0.000265     -0.000346      0.016611      0.012876      0.012957      0.000024      0.000087      0.000553      0.000028      0.000085      0.000555      0.000204      0.000271      0.000279      0.005047      0.003576      0.003648     -0.000081      0.003655      0.003736      0.000060      0.000526      0.000531     -0.008697      0.000738      0.114971      0.447290      3.558516      3.506236      3.785843      2.745425      0.001050      0.053313      0.249982      0.054638      0.253765      0.216406      0.000226      0.002255      0.019045      0.002312      0.018583      0.019216      0.036255      0.170181      0.173082      0.174979      0.001068      0.010040      0.009693      0.009703      0.138575      0.006375      0.063839      0.063531      0.066118      0.063303      0.066051      0.058272      0.013794      0.014958      0.020752      0.014900      0.020901      0.019149      0.064071      0.063472      0.056216      0.035108      0.014357      0.014146      0.015275      0.011077      0.489000      0.480000      0.692400      0.787000      0.279200      0.328200      0.346400      0.322400      0.337600      0.568400      0.124000      0.137800      0.204200      0.198400      0.001294      0.005168      0.020793      0.005261      0.021096      0.016341      0.000040      0.000521      0.008025      0.000539      0.008247      0.005526
  1    69526.385726  35375.338958   6111.843027  15680.427456     20.064535   1960.901106      2.847359     47.310238      2.453641    382.475020  39729.802136   3953.430643      4.713441    359.636013   7008.486629   5217.257884      0.713556      0.718014      0.540969      0.705460      0.717417      0.545062      0.487806      0.403083      0.407914      0.499530      0.366987      0.368573      0.175737      0.170300      0.237334      0.177340      0.172539      0.236670      0.242062      0.212301      0.212193      0.244757      0.219255      0.220112      0.000026     -0.000073      0.002152      0.000015      0.000114      0.002240      0.002095     -0.000030     -0.000130      0.004031      0.001806      0.001906      0.000013      0.000019      0.000150      0.000015      0.000021      0.000164      0.000114      0.000033      0.000035      0.000349      0.000109      0.000122     -0.000100      0.002126      0.002225      0.000008      0.000145      0.000148      0.028087      0.035612      0.084921      0.026234      3.770053      3.790510      3.713022      3.991133      0.000782      0.040009      0.070116      0.039953      0.073462      0.033670      0.000300      0.001326      0.002899      0.001373      0.003182      0.001229      0.027021      0.049313      0.048425      0.049582      0.000693      0.001887      0.001346      0.001373      0.043714      0.001105      0.052277      0.053027      0.056447      0.052813      0.056432      0.052731      0.010603      0.010511      0.011135      0.010597      0.011322      0.010818      0.052439      0.052033      0.049373      0.052539      0.010975      0.011034      0.010809      0.011619      0.569200      0.572000      0.594800      0.634400      0.437400      0.299000      0.314800      0.304600      0.319000      0.413000      0.177200      0.189600      0.121800      0.126400      0.000996      0.003203      0.005227      0.003224      0.005505      0.002814      0.000034      0.000293      0.000703      0.000311      0.000793      0.000199
  1    22084.245550  25860.731018  28549.030630   3604.901398      3.665847    554.915363     27.174629    112.236536     32.863764     21.708635  79251.312861   3253.928708      1.446584    122.208816   6979.725392   2598.425585      0.754960      0.626413      0.285419      0.766483      0.643001      0.285426      0.513005      0.313771      0.305440      0.512356      0.534576      0.526364      0.159573      0.190437      0.189316      0.153126      0.185568      0.189408      0.243681      0.188867      0.185718      0.249667      0.247926      0.248360     -0.000077     -0.000008      0.001548      0.000034     -0.000034      0.001591      0.001582     -0.000043      0.000025      0.016303      0.014746      0.014678      0.000007      0.000042      0.000168      0.000008      0.000042      0.000187      0.000052      0.000139      0.000146      0.007049      0.006520      0.006514      0.000068      0.001625      0.001557      0.000032      0.000164      0.000172      0.055467      0.043660      0.078500      0.517961      3.475099      3.491884      3.016274      3.590357     -0.000927      0.032359      0.321313      0.034446      0.319173      0.302752      0.000239      0.000892      0.023831      0.000903      0.022437      0.019833      0.022111      0.220477      0.222925      0.222508      0.000439      0.016218      0.011996      0.012052      0.173897      0.009621      0.045818      0.046526      0.050712      0.046921      0.050971      0.048565      0.007646      0.006770      0.017127      0.006789      0.017090      0.016404      0.045576      0.046146      0.044465      0.023260      0.008091      0.008130      0.007023      0.008359      0.578800      0.569400      0.474200      0.906200      0.440000      0.175600      0.513800      0.167000      0.504600      0.426600      0.047000      0.376000      0.128400      0.119800      0.000656      0.002086      0.018923      0.002191      0.018843      0.017576      0.000011      0.000116      0.009564      0.000144      0.009554      0.008938
  1    29653.870568  53690.359432  70959.143630  83145.567425     17.210271   2053.947629     45.106837    368.512721     13.012566     10.264851  74745.685074   2960.410828     39.172976    473.469081   6562.388349   1695.353990      0.605164      0.627566      0.570462      0.609186      0.639644      0.573806      0.502115      0.393417      0.388472      0.511451      0.332127      0.326482      0.211812      0.205885      0.230798      0.209123      0.203294      0.230706      0.246500      0.226893      0.226061      0.249800      0.221128      0.219077     -0.000005     -0.000123      0.000812      0.000022      0.000140      0.000958      0.000977      0.000160      0.000042      0.006419      0.005483      0.005601      0.000005      0.000016      0.000074      0.000004      0.000021      0.000086      0.000038      0.000062      0.000064      0.002089      0.001768      0.001832     -0.000118      0.000818      0.000935      0.000018      0.000079      0.000079     -0.063059     -0.081930      0.204257      0.376300      4.599885      4.658438      4.557639      5.219293      0.000512      0.032278      0.192293      0.032845      0.196964      0.202277      0.000210      0.000813      0.007609      0.000808      0.008812      0.009237      0.021115      0.129123      0.142264      0.144066      0.000446      0.005357      0.004535      0.004997      0.108892      0.003701      0.033647      0.030115      0.032742      0.030439      0.033300      0.027898      0.004142      0.003953      0.007424      0.003986      0.007633      0.007527      0.033334      0.033926      0.024952      0.019557      0.004523      0.004580      0.004481      0.005132      0.555000      0.547400      0.738200      0.785800      0.353400      0.371400      0.360200      0.363600      0.351800      0.556600      0.181200      0.160000      0.190000      0.182400      0.000465      0.001275      0.007455      0.001307      0.007757      0.007015      0.000009      0.000086      0.002974      0.000102      0.003158      0.002709
  1    59054.156172  65765.499475  55906.240851  71010.855472     13.601365   1321.375975     37.083585    235.747183     24.611826     10.091316  55865.463451   2259.897910      1.988027    153.261659   8198.933119   3937.703497      0.615668      0.602830      0.494918      0.610096      0.598660      0.497179      0.494707      0.422721      0.421669      0.495821      0.432773      0.431250      0.210597      0.206592      0.223186      0.210080      0.206401      0.224225      0.237884      0.218769      0.218579      0.249855      0.244972      0.244674     -0.000018      0.000001      0.000722     -0.000040     -0.000059      0.000682      0.000629     -0.000111     -0.000093      0.016120      0.015398      0.015379      0.000003      0.000044      0.000128      0.000004      0.000045      0.000119      0.000014      0.000113      0.000107      0.008060      0.007514      0.007491      0.000019      0.000740      0.000722      0.000042      0.000126      0.000118      0.003596      0.015265      0.074494      0.630404      3.722692      3.627362      3.880528      2.595992     -0.001307      0.013999      0.345175      0.013588      0.346281      0.345216      0.000194      0.000417      0.025044      0.000419      0.023241      0.023287      0.008699      0.233832      0.237836      0.238302      0.000225      0.013244      0.012949      0.012086      0.180940      0.008960      0.044295      0.043638      0.046702      0.043355      0.046381      0.044281      0.006897      0.007048      0.016859      0.006945      0.016813      0.016368      0.044614      0.044092      0.041440      0.016549      0.007463      0.007272      0.007780      0.005205      0.505200      0.505400      0.581400      0.867800      0.306600      0.269600      0.398800      0.270400      0.399200      0.481200      0.099000      0.201800      0.170600      0.171200      0.000603      0.001242      0.018947      0.001204      0.018962      0.018209      0.000010      0.000044      0.010751      0.000048      0.010769      0.009864
  1    19741.240226  13037.758702  61871.450724  50762.894612      5.010925   2902.035721     44.645611     43.878530     15.716142    211.598193  28210.803224   4399.179424     18.973915     57.926906   8734.409639   1833.961314      0.758235      0.823374      0.687686      0.765175      0.826487      0.686696      0.512373      0.500832      0.502278      0.510604      0.301915      0.303686      0.144497      0.116476      0.212081      0.145846      0.118015      0.212689      0.246582      0.233315      0.233166      0.247188      0.198989      0.199538     -0.000020     -0.000004      0.006645      0.000052      0.000036      0.006701      0.006575     -0.000091     -0.000075      0.008077      0.001427      0.001411      0.000029      0.000031      0.000938      0.000028      0.000029      0.001000      0.000909      0.000081      0.000082      0.001292      0.000143      0.000145      0.000016      0.006666      0.006650      0.000004      0.000946      0.000946      0.024192      0.014756      0.303995      0.066106      4.099095      4.162433      3.431290      3.723084      0.000641      0.135349      0.144406      0.135976      0.144413      0.031700      0.000294      0.007419      0.006996      0.007786      0.007085      0.000943      0.090307      0.100585      0.108975      0.109308      0.004555      0.004355      0.004084      0.004200      0.102262      0.003257      0.049146      0.048425      0.055901      0.048733      0.056177      0.042157      0.009942      0.009934      0.010417      0.009996      0.010474      0.008746      0.048878      0.049351      0.034863      0.046779      0.010285      0.010444      0.008609      0.009341      0.640400      0.642800      0.725200      0.539000      0.554800      0.425600      0.230200      0.427000      0.231800      0.382800      0.341800      0.146200      0.083800      0.085200      0.000866      0.007555      0.009203      0.007571      0.009187      0.002182      0.000017      0.001442      0.001980      0.001503      0.002039      0.000152
  1     7107.541963  38470.730819  35372.617660  75914.358230     17.938653   3172.264153     19.584478    148.302727     39.532537    285.830438  72131.380448   4633.469517     11.530881    313.273190   7057.768159   8303.525252      0.690800      0.735336      0.606346      0.692039      0.736849      0.608360      0.496485      0.473251      0.468829      0.498632      0.367491      0.366533      0.182468      0.165177      0.226485      0.177513      0.161066      0.225320      0.241301      0.223376      0.223121      0.244270      0.219459      0.220699      0.000080     -0.000045      0.002374     -0.000002      0.000122      0.002416      0.002291     -0.000003     -0.000127      0.005117      0.002699      0.002824      0.000019      0.000031      0.000169      0.000017      0.000035      0.000177      0.000136      0.000049      0.000050      0.000430      0.000193      0.000199     -0.000125      0.002294      0.002419      0.000016      0.000151      0.000160      0.012649      0.016086      0.106148      0.058171      3.729587      3.692453      3.731822      3.694533      0.001282      0.039512      0.079031      0.038260      0.081555      0.045743      0.000304      0.001608      0.003509      0.001534      0.003764      0.001900      0.026274      0.054998      0.055367      0.055868      0.000791      0.001953      0.001592      0.001632      0.048263      0.001202      0.060480      0.060014      0.064186      0.059826      0.064247      0.058944      0.013500      0.013822      0.014444      0.013750      0.014550      0.014125      0.060508      0.060297      0.054778      0.057718      0.014007      0.013867      0.014015      0.013875      0.573000      0.562200      0.628200      0.592200      0.441200      0.356000      0.293200      0.346600      0.283200      0.391200      0.233000      0.166600      0.122600      0.113400      0.001238      0.003802      0.007092      0.003721      0.007338      0.004365      0.000034      0.000381      0.000947      0.000320      0.001064      0.000373
  1    69251.852516  19177.856096  30373.054282  98288.762864     29.088321    115.269913     32.481242     27.753916     36.785013     95.286383  83164.484093    363.962452     21.665770    271.590962   9769.082856   8205.542650      0.616662      0.669576      0.619311      0.609105      0.660802      0.619784      0.493476      0.448371      0.455201      0.497909      0.356652      0.361283      0.187856      0.164240      0.185169      0.189809      0.169760      0.186046      0.231630      0.194639      0.194922      0.244148      0.217020      0.219588      0.000034     -0.000023      0.002856     -0.000022      0.000035      0.002856      0.002940      0.000118      0.000062      0.012809      0.009930      0.009987      0.000027      0.000072      0.000222      0.000025      0.000074      0.000210      0.000108      0.000159      0.000151      0.001390      0.001002      0.001000     -0.000056      0.002822      0.002878      0.000055      0.000203      0.000194      0.004705      0.003709      0.031484      0.189065      1.460721      1.478349      1.643001      1.842696      0.000098      0.024405      0.104692      0.023948      0.105060      0.085324      0.000334      0.001307      0.007427      0.001336      0.007312      0.006407      0.016207      0.070259      0.071342      0.071323      0.000652      0.004198      0.003499      0.003495      0.057241      0.002564      0.120576      0.121857      0.122129      0.121862      0.122247      0.117771      0.020657      0.021962      0.026052      0.022083      0.026209      0.027060      0.120504      0.120625      0.117262      0.098183      0.021412      0.021671      0.024084      0.027012      0.265200      0.273600      0.415400      0.653200      0.121000      0.142200      0.211800      0.148200      0.219400      0.380800      0.025600      0.079000      0.114800      0.121200      0.002271      0.005749      0.017718      0.005691      0.017849      0.014719      0.000058      0.000336      0.003007      0.000325      0.002957      0.002123
  1    76371.215648  72076.134740  45755.090653  75152.446338     24.011722   2625.308332     18.685809    250.920755     48.414120    133.151117  97127.018910   3204.328832     24.814284      6.918529   5646.889142   8592.469629      0.569379      0.654346      0.780988      0.567988      0.653561      0.782027      0.498952      0.271829      0.272666      0.498567      0.091428      0.092120      0.207469      0.195762      0.169938      0.207987      0.196514      0.169131      0.249821      0.195066      0.195430      0.250017      0.080904      0.081767      0.000035      0.000044      0.025153     -0.000025     -0.000034      0.025084      0.025199      0.000081      0.000090      0.025801      0.000692      0.000683      0.000117      0.000121      0.012050      0.000122      0.000127      0.012185      0.012055      0.000118      0.000114      0.012289      0.000136      0.000125      0.000009      0.025118      0.025109      0.000003      0.012010      0.011998     -0.157366     -0.160363      0.822818      0.709268      4.457985      4.459768      1.049332      1.091070      0.000153      0.401216      0.387432      0.400110      0.386222      0.055334      0.000207      0.036081      0.028125      0.035051      0.028055      0.001280      0.263658      0.259619      0.361140      0.360102      0.018847      0.015439      0.025403      0.025408      0.303589      0.016914      0.065414      0.062893      0.066709      0.062918      0.066715      0.013977      0.013681      0.024093      0.023880      0.024069      0.023801      0.003538      0.065319      0.065488      0.010000      0.016408      0.014200      0.014205      0.003342      0.003475      0.459600      0.460800      0.926400      0.785000      0.248800      0.405000      0.259600      0.405400      0.260000      0.731200      0.194800      0.049400      0.210000      0.210600      0.001222      0.028960      0.029500      0.028765      0.029305      0.001171      0.000027      0.015604      0.015865      0.015625      0.015820      0.000140
  1    84816.503724  70413.061103  65891.139676  95787.393585     11.423900   1621.402988      3.919834    257.621042     22.441197     96.719617  71580.828657   4784.485626     26.966633    239.971783   5805.199636   8500.694965      0.659996      0.638054      0.491504      0.659829      0.645872      0.493881      0.496929      0.347570      0.344750      0.505786      0.360348      0.358468      0.199240      0.200910      0.237992      0.194510      0.197448      0.237250      0.244113      0.203084      0.202375      0.246211      0.220629      0.220353     -0.000054     -0.000048      0.002381      0.000083      0.000077      0.002512      0.002523      0.000088      0.000093      0.005135      0.002705      0.002700      0.000017      0.000030      0.000182      0.000018      0.000027      0.000235      0.000152      0.000059      0.000062      0.000529      0.000230      0.000232      0.000006      0.002435      0.002429      0.000016      0.000195      0.000200     -0.001467     -0.010933      0.107768      0.122797      4.026500      4.047342      4.113323      4.408586      0.000524      0.044793      0.088746      0.046941      0.090323      0.053728      0.000261      0.001312      0.004128      0.001476      0.004339      0.002736      0.030635      0.060399      0.062940      0.064229      0.000669      0.002315      0.001884      0.002124      0.054541      0.001447      0.055975      0.055114      0.057314      0.055515      0.057703      0.051984      0.012003      0.012687      0.013881      0.012879      0.014013      0.013482      0.055682      0.056209      0.049609      0.048773      0.012448      0.012512      0.012716      0.013629      0.543800      0.534800      0.638800      0.717600      0.364200      0.310400      0.366400      0.303600      0.358600      0.500400      0.137200      0.190600      0.173000      0.166200      0.001030      0.003985      0.007047      0.004220      0.007203      0.004307      0.000027      0.000358      0.001106      0.000478      0.001242      0.000486
  1    79734.457487  48694.190358  13453.286589  61956.238262     11.892889   5382.053917     46.701916    111.396501      1.302899    260.054181  76467.638039   7905.046835      7.693847    104.642290   9967.518855   6669.184722      0.699000      0.761881      0.648042      0.702581      0.760017      0.648443      0.502365      0.451798      0.453969      0.498205      0.305056      0.306321      0.176570      0.154515      0.222829      0.176469      0.155519      0.222523      0.245831      0.230643      0.230455      0.247539      0.197303      0.198903      0.000027      0.000007      0.002339     -0.000030     -0.000010      0.002301      0.002333      0.000021      0.000001      0.003293      0.000962      0.000982      0.000014      0.000019      0.000147      0.000015      0.000020      0.000142      0.000120      0.000032      0.000030      0.000234      0.000056      0.000054     -0.000020      0.002312      0.002331      0.000005      0.000130      0.000130     -0.008139     -0.008260      0.198833     -0.001033      4.450365      4.487931      4.401350      4.594838     -0.000062      0.054868      0.068137      0.053610      0.067797      0.023704      0.000295      0.001844      0.002251      0.001667      0.002178      0.000825      0.035500      0.046290      0.049980      0.049445      0.000825      0.001268      0.001220      0.001200      0.045350      0.000904      0.045300      0.043010      0.048441      0.042956      0.048427      0.041474      0.008626      0.008740      0.008850      0.008781      0.008864      0.008690      0.045300      0.045306      0.036000      0.044981      0.008986      0.009062      0.008887      0.009278      0.600000      0.601000      0.716800      0.585800      0.474600      0.401600      0.262600      0.402800      0.263200      0.433400      0.280000      0.140000      0.121400      0.122000      0.000755      0.003277      0.004252      0.003226      0.004221      0.001706      0.000018      0.000308      0.000523      0.000301      0.000521      0.000091
  1     4141.134448  35326.284053  60005.682228  96769.310987     28.575873   2279.389228     26.688905    481.206123     47.124616    318.007826  36769.192400   3492.858455      1.168588     67.536994   7814.743030    814.899132      0.663299      0.711213      0.620348      0.667443      0.718325      0.623307      0.506432      0.466078      0.461044      0.509988      0.344758      0.338119      0.197766      0.182124      0.229231      0.193049      0.176802      0.226043      0.244358      0.229717      0.228782      0.245908      0.218544      0.216599      0.000061      0.000085      0.000878     -0.000002     -0.000026      0.000791      0.000855      0.000038      0.000062      0.001668      0.000875      0.000851      0.000004      0.000005      0.000023      0.000003      0.000004      0.000022      0.000017      0.000009      0.000010      0.000064      0.000034      0.000032      0.000024      0.000817      0.000793      0.000003      0.000021      0.000021     -0.065572     -0.035724      0.218621      0.019389      4.569653      4.304158      3.662011      5.270423      0.001871      0.032082      0.054156      0.030420      0.051637      0.033477      0.000288      0.000816      0.001515      0.000727      0.001365      0.000864      0.020750      0.036105      0.040615      0.039124      0.000401      0.000910      0.000886      0.000866      0.034178      0.000669      0.031493      0.028545      0.032362      0.028036      0.031806      0.027271      0.003549      0.002941      0.003464      0.002876      0.003361      0.003495      0.031881      0.030988      0.023378      0.029339      0.004090      0.003853      0.003278      0.004718      0.616400      0.604400      0.697200      0.650400      0.458600      0.391800      0.316200      0.381800      0.302600      0.443200      0.246600      0.163400      0.143800      0.134600      0.000429      0.001036      0.001820      0.001001      0.001704      0.001145      0.000004      0.000028      0.000109      0.000035      0.000095      0.000055
  1    62112.669566  60619.021356  79915.827024  60220.422383     21.779033   2390.713526     29.373557    196.862688      8.884431     82.277516  74756.888537   4694.856277     46.948130    405.214011   6688.543353    771.668626      0.640648      0.668393      0.581637      0.639064      0.668810      0.581845      0.495090      0.394911      0.394353      0.497676      0.318238      0.316709      0.210067      0.202902      0.241336      0.208443      0.201390      0.241404      0.249041      0.227315      0.227122      0.249471      0.212708      0.212218     -0.000003      0.000000      0.000792     -0.000020     -0.000023      0.000772      0.000727     -0.000068     -0.000064      0.001587      0.000795      0.000792      0.000002      0.000003      0.000026      0.000002      0.000002      0.000028      0.000019      0.000009      0.000008      0.000103      0.000046      0.000044      0.000003      0.000795      0.000791      0.000001      0.000026      0.000026     -0.030262     -0.038839      0.271884     -0.049748      4.854375      4.892067      4.761809      7.395448     -0.000959      0.034523      0.062142      0.033603      0.061045      0.034309      0.000169      0.000642      0.001514      0.000657      0.001451      0.000841      0.021399      0.041729      0.044873      0.044180      0.000395      0.001091      0.000814      0.000792      0.038259      0.000692      0.023800      0.020969      0.025535      0.021051      0.025610      0.021197      0.002261      0.002051      0.002630      0.002067      0.002625      0.002842      0.023724      0.023921      0.016766      0.024173      0.002574      0.002594      0.002525      0.003921      0.627600      0.626400      0.755200      0.713600      0.442800      0.405200      0.357800      0.403600      0.356800      0.531000      0.223000      0.174600      0.182000      0.180600      0.000256      0.000851      0.001690      0.000845      0.001658      0.000907      0.000002      0.000042      0.000170      0.000043      0.000168      0.000046
  1    74794.090004  68029.760283  64597.424740  27650.066162      5.840851   1632.551368     48.010919    495.745394     20.399312    382.812831  56967.347689   7590.256565      1.990643    426.858486   9019.050203   3044.736564      0.707430      0.684944      0.481718      0.695102      0.668936      0.478899      0.485379      0.313943      0.317705      0.480731      0.335085      0.341339      0.184308      0.190691      0.246012      0.187062      0.193603      0.245071      0.247612      0.192680      0.194075      0.247967      0.213035      0.214906      0.000046      0.000065      0.001338      0.000015     -0.000004      0.001288      0.001291     -0.000001      0.000018      0.002114      0.000841      0.000822      0.000009      0.000010      0.000073      0.000008      0.000009      0.000054      0.000055      0.000012      0.000012      0.000110      0.000043      0.000043      0.000019      0.001292      0.001273      0.000002      0.000054      0.000054     -0.011469      0.030833      0.114353      0.022370      4.913429      4.787199      4.489598      5.754540      0.001819      0.040428      0.061471      0.040398      0.060856      0.026238      0.000216      0.001032      0.001802      0.000914      0.001857      0.000918      0.027421      0.042101      0.043331      0.042985      0.000522      0.001182      0.000965      0.000896      0.039022      0.000736      0.033182      0.033061      0.035441      0.032323      0.034665      0.031998      0.005056      0.004717      0.005327      0.004666      0.005255      0.005295      0.033829      0.032414      0.029620      0.032697      0.005496      0.005355      0.005022      0.006437      0.601800      0.610800      0.654400      0.719800      0.444400      0.300800      0.361600      0.310000      0.371200      0.506800      0.145600      0.206000      0.154800      0.164200      0.000542      0.001728      0.002556      0.001701      0.002466      0.001273      0.000012      0.000157      0.000251      0.000112      0.000205      0.000077
